TYPE_OF_DAY,TIME_OF_DAY,PROCESS,SUSPICIOUS
WORKING,afternoon,snmpd,NON-ATTACK
WORKING,afternoon,named,NON-ATTACK
WORKING,afternoon,named,NON-ATTACK
WORKING,afternoon,named,NON-ATTACK
WORKING,afternoon,named,NON-ATTACK
WORKING,afternoon,named,NON-ATTACK
WORKING,afternoon,ntpd,NON-ATTACK
WORKING,afternoon,ntpd,NON-ATTACK
WORKING,afternoon,named,NON-ATTACK
WORKING,afternoon,ntpd,NON-ATTACK
WORKING,afternoon,ntpd,NON-ATTACK
WORKING,afternoon,ntpd,NON-ATTACK
WORKING,afternoon,ntpd,NON-ATTACK
WORKING,afternoon,ntpd,NON-ATTACK
WORKING,afternoon,smb,NON-ATTACK
WORKING,afternoon,smb,NON-ATTACK
WORKING,afternoon,ucd,NON-ATTACK
WORKING,afternoon,identd,NON-ATTACK
WORKING,afternoon,rsyncd,NON-ATTACK
WORKING,evening,rpc,ATTACK
WORKING,evening,rpc,ATTACK
WORKING,evening,rpc,ATTACK
WORKING,evening,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,early morning,rpc,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,early morning,syslogd,NON-ATTACK
WORKING,early morning,syslogd,NON-ATTACK
WORKING,early morning,syslogd,NON-ATTACK
WORKING,early morning,syslogd,NON-ATTACK
WORKING,early morning,syslogd,NON-ATTACK
WORKING,early morning,syslogd,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,Font,NON-ATTACK
WORKING,morning,xfs,NON-ATTACK
WORKING,morning,gpm,NON-ATTACK
WORKING,morning,httpd,NON-ATTACK
WORKING,morning,squid,NON-ATTACK
WORKING,morning,squid,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sendmail,NON-ATTACK
WORKING,morning,smb,NON-ATTACK
WORKING,morning,smb,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,ucd,NON-ATTACK
WORKING,morning,snmpd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,atd,NON-ATTACK
WORKING,morning,crond,NON-ATTACK
WORKING,morning,identd,NON-ATTACK
WORKING,morning,autofs,NON-ATTACK
WORKING,morning,automount,NON-ATTACK
WORKING,morning,apmd,NON-ATTACK
WORKING,morning,apmd,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,dd,NON-ATTACK
WORKING,morning,dd,NON-ATTACK
WORKING,morning,random,NON-ATTACK
WORKING,morning,rpc,NON-ATTACK
WORKING,morning,nfslock,NON-ATTACK
WORKING,morning,portmap,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,syslog,NON-ATTACK
WORKING,morning,exiting,NON-ATTACK
WORKING,morning,syslogd,NON-ATTACK
WORKING,morning,syslog,NON-ATTACK
WORKING,morning,syslog,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,portmap,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,nfslock,NON-ATTACK
WORKING,morning,rpc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,keytable,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,keytable,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,random,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,netfs,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,apmd,NON-ATTACK
WORKING,morning,apmd,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,sysctl,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,sysctl,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,sysctl,NON-ATTACK
WORKING,morning,apmd,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,date,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,fsck,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,fsck,NON-ATTACK
WORKING,morning,fsck,NON-ATTACK
WORKING,morning,fsck,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,fsck,NON-ATTACK
WORKING,morning,automount,NON-ATTACK
WORKING,morning,autofs,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,atd,NON-ATTACK
WORKING,morning,init,NON-ATTACK
WORKING,morning,kudzu,NON-ATTACK
WORKING,morning,kudzu,NON-ATTACK
WORKING,morning,sysctl,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sysctl,NON-ATTACK
WORKING,morning,sysctl,NON-ATTACK
WORKING,morning,network,NON-ATTACK
WORKING,morning,automount,NON-ATTACK
WORKING,morning,network,NON-ATTACK
WORKING,morning,network,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,rc,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,xinetd,NON-ATTACK
WORKING,morning,sendmail,NON-ATTACK
WORKING,morning,gpm,NON-ATTACK
WORKING,morning,crond,NON-ATTACK
WORKING,morning,xfs,NON-ATTACK
WORKING,morning,xfs,NON-ATTACK
WORKING,morning,anacron,NON-ATTACK
WORKING,morning,httpd,NON-ATTACK
WORKING,morning,squid,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,snmpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,ucd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,smb,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,smb,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,ntpd,NON-ATTACK
WORKING,morning,identd,NON-ATTACK
WORKING,morning,rsyncd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
